customer_id,CustomerEducation,CustomerCategory
CUST000122,Doctorate,Corporate
CUST000123,Doctorate,Corporate
CUST000124,Postgraduate,Corporate
CUST000125,Doctorate,Corporate
CUST000126,Graduate,Corporate
CUST000127,Postgraduate,Corporate
CUST000128,Postgraduate,Corporate
CUST000129,Postgraduate,Corporate
CUST000130,Graduate,Corporate
CUST000131,Undergraduate,Corporate
CUST000132,Undergraduate,Corporate
CUST000133,Undergraduate,Corporate
CUST000134,Postgraduate,Corporate
CUST000135,Graduate,Corporate
CUST000136,Undergraduate,Corporate
CUST000137,Undergraduate,Corporate
CUST000138,Postgraduate,Corporate
CUST000139,Doctorate,Corporate
CUST000140,Postgraduate,Corporate
CUST000141,Doctorate,Corporate
CUST000142,Undergraduate,Corporate
CUST000143,Graduate,Corporate
CUST000144,Graduate,Corporate
CUST000145,Postgraduate,Corporate
CUST000146,Postgraduate,Corporate
CUST000147,Undergraduate,Corporate
CUST000148,Doctorate,Corporate
CUST000149,Graduate,Corporate
CUST000150,Postgraduate,Corporate
CUST000151,Postgraduate,Corporate
CUST000152,Undergraduate,Corporate
CUST000153,Postgraduate,Corporate
CUST000154,Doctorate,Corporate
CUST000155,Undergraduate,Corporate
CUST000156,Graduate,Corporate
CUST000157,Graduate,Corporate
CUST000158,Doctorate,Corporate
CUST000159,Graduate,Corporate
CUST000160,Doctorate,Corporate
CUST000161,Graduate,Corporate
CUST000162,Postgraduate,Corporate
CUST000163,Undergraduate,Corporate
CUST000164,Doctorate,Corporate
CUST000165,Undergraduate,Corporate
CUST000166,Undergraduate,Corporate
CUST000167,Undergraduate,Corporate
CUST000168,Graduate,Corporate
CUST000169,Graduate,Corporate
CUST000170,Postgraduate,Corporate
CUST000171,Graduate,Corporate
CUST000172,Doctorate,Corporate
CUST000173,Doctorate,Corporate
CUST000174,Doctorate,Corporate
CUST000175,Undergraduate,Corporate
CUST000176,Doctorate,Corporate
CUST000177,Graduate,Corporate
CUST000178,Graduate,Corporate
CUST000179,Graduate,Corporate
CUST000180,Postgraduate,Corporate
CUST000181,Postgraduate,Corporate
CUST000182,Postgraduate,Corporate
CUST000183,Undergraduate,Corporate
CUST000184,Undergraduate,Corporate
CUST000185,Undergraduate,Corporate
CUST000186,Postgraduate,Corporate
CUST000187,Postgraduate,Corporate
CUST000188,Undergraduate,Corporate
CUST000189,Doctorate,Corporate
CUST000190,Postgraduate,Corporate
CUST000191,Graduate,Corporate
CUST000192,Undergraduate,Corporate
CUST000193,Graduate,Corporate
CUST000194,Graduate,Corporate
CUST000195,Graduate,Corporate
CUST000196,Postgraduate,Corporate
CUST000197,Postgraduate,Corporate
CUST000198,Postgraduate,Corporate
CUST000199,Doctorate,Corporate
CUST000200,Doctorate,Corporate
CUST000201,Undergraduate,Corporate
CUST000202,Postgraduate,Corporate
CUST000203,Postgraduate,Corporate
CUST000204,Doctorate,Corporate
CUST000205,Doctorate,Corporate
CUST000206,Graduate,Corporate
CUST000207,Undergraduate,Corporate
CUST000208,Doctorate,Corporate
CUST000209,Doctorate,Corporate
CUST000210,Postgraduate,Corporate
CUST000211,Graduate,Corporate
CUST000212,Undergraduate,Corporate
CUST000213,Doctorate,Corporate
CUST000214,Doctorate,Corporate
CUST000215,Postgraduate,Corporate
CUST000216,Doctorate,Corporate
CUST000217,Postgraduate,Corporate
CUST000218,Undergraduate,Corporate
CUST000219,Postgraduate,Corporate
CUST000220,Doctorate,Corporate
CUST000221,Undergraduate,Corporate
CUST000222,Undergraduate,Corporate
CUST000223,Undergraduate,Corporate
CUST000224,Graduate,Corporate
CUST000225,Graduate,Corporate
CUST000226,Undergraduate,Corporate
CUST000227,Graduate,Corporate
CUST000228,Graduate,Corporate
CUST000229,Undergraduate,Corporate
CUST000230,Postgraduate,Corporate
CUST000231,Graduate,Corporate
CUST000232,Undergraduate,Corporate
CUST000233,Postgraduate,Corporate
CUST000234,Postgraduate,Corporate
CUST000235,Postgraduate,Corporate
CUST000236,Undergraduate,Corporate
CUST000237,Doctorate,Corporate
CUST000238,Graduate,Corporate
CUST000239,Postgraduate,Corporate
CUST000240,Postgraduate,Corporate
CUST000241,Doctorate,Corporate
CUST000242,Graduate,Corporate
CUST000243,Undergraduate,Corporate
CUST000244,Graduate,Corporate
CUST000245,Graduate,Corporate
CUST000246,Graduate,Corporate
CUST000247,Undergraduate,Corporate
CUST000248,Graduate,Corporate
CUST000249,Doctorate,Corporate
CUST000250,Postgraduate,Corporate
CUST000251,Doctorate,Corporate
CUST000252,Postgraduate,Corporate
CUST000253,Doctorate,Corporate
CUST000254,Postgraduate,Corporate
CUST000255,Postgraduate,Corporate
CUST000256,Undergraduate,Corporate
CUST000257,Postgraduate,Corporate
CUST000258,Postgraduate,Corporate
CUST000259,Graduate,Corporate
CUST000260,Graduate,Corporate
CUST000261,Doctorate,Corporate
CUST000262,Graduate,Corporate
CUST000263,Graduate,Corporate
CUST000264,Doctorate,Corporate
CUST000265,Doctorate,Corporate
CUST000266,Undergraduate,Corporate
CUST000267,Undergraduate,Corporate
CUST000268,Graduate,Corporate
CUST000269,Postgraduate,Corporate
CUST000270,Undergraduate,Corporate
CUST000271,Graduate,Corporate
CUST000272,Graduate,Corporate
CUST000273,Graduate,Corporate
CUST000274,Postgraduate,Corporate
CUST000275,Doctorate,Corporate
CUST000276,Postgraduate,Corporate
CUST000277,Graduate,Corporate
CUST000278,Postgraduate,Corporate
CUST000279,Undergraduate,Corporate
CUST000280,Undergraduate,Corporate
CUST000281,Postgraduate,Corporate
CUST000282,Postgraduate,Corporate
CUST000283,Graduate,Corporate
CUST000284,Undergraduate,Corporate
CUST000285,Graduate,Corporate
CUST000286,Doctorate,Corporate
CUST000287,Undergraduate,Corporate
CUST000288,Doctorate,Corporate
CUST000289,Graduate,Corporate
CUST000290,Postgraduate,Corporate
CUST000291,Graduate,Corporate
CUST000292,Doctorate,Corporate
CUST000293,Postgraduate,Corporate
CUST000294,Undergraduate,Corporate
CUST000295,Graduate,Corporate
CUST000296,Postgraduate,Corporate
CUST000297,Undergraduate,Corporate
CUST000298,Postgraduate,Corporate
CUST000299,Undergraduate,Corporate
CUST000300,Postgraduate,Corporate
CUST000301,Doctorate,Corporate
CUST000302,Graduate,Corporate
CUST000303,Undergraduate,Corporate
CUST000304,Postgraduate,Corporate
CUST000305,Graduate,Corporate
CUST000306,Doctorate,Corporate
CUST000307,Graduate,Corporate
CUST000308,Postgraduate,Corporate
CUST000309,Graduate,Corporate
CUST000310,Undergraduate,Corporate
CUST000311,Postgraduate,Corporate
CUST000312,Graduate,Corporate
CUST000313,Postgraduate,Corporate
CUST000314,Undergraduate,Corporate
CUST000315,Doctorate,Corporate
CUST000316,Undergraduate,Corporate
CUST000317,Graduate,Corporate
CUST000318,Undergraduate,Corporate
CUST000319,Undergraduate,Corporate
CUST000320,Graduate,Corporate
CUST000321,Doctorate,Corporate
CUST000322,Doctorate,Corporate
CUST000323,Graduate,Corporate
CUST000324,Postgraduate,Corporate
CUST000325,Postgraduate,Corporate
CUST000326,Undergraduate,Corporate
CUST000327,Undergraduate,Corporate
CUST000328,Graduate,Corporate
CUST000329,Postgraduate,Corporate
CUST000330,Undergraduate,Corporate
CUST000331,Doctorate,Corporate
CUST000332,Doctorate,Corporate
CUST000333,Undergraduate,Corporate
CUST000334,Graduate,Corporate
CUST000335,Doctorate,Corporate
CUST000336,Doctorate,Corporate
CUST000337,Undergraduate,Corporate
CUST000338,Graduate,Corporate
CUST000339,Graduate,Corporate
CUST000340,Postgraduate,Corporate
CUST000341,Postgraduate,Corporate
CUST000342,Doctorate,Corporate
CUST000343,Doctorate,Corporate
CUST000344,Doctorate,Corporate
CUST000345,Graduate,Corporate
CUST000346,Postgraduate,Corporate
CUST000347,Graduate,Corporate
CUST000348,Postgraduate,Corporate
CUST000349,Doctorate,Corporate
CUST000350,Graduate,Corporate
CUST000351,Graduate,Corporate
CUST000352,Postgraduate,Corporate
CUST000353,Undergraduate,Corporate
CUST000354,Undergraduate,Corporate
CUST000355,Undergraduate,Corporate
CUST000356,Graduate,Corporate
CUST000357,Graduate,Corporate
CUST000358,Doctorate,Corporate
CUST000359,Undergraduate,Corporate
CUST000360,Undergraduate,Corporate
CUST000361,Postgraduate,Corporate
CUST000362,Doctorate,Corporate
CUST000363,Graduate,Corporate
CUST000364,Doctorate,Corporate
CUST000365,Postgraduate,Corporate
CUST000366,Postgraduate,Corporate
CUST000367,Graduate,Corporate
CUST000368,Doctorate,Corporate
CUST000369,Doctorate,Corporate
CUST000370,Postgraduate,Corporate
CUST000371,Graduate,Corporate
CUST000372,Graduate,Corporate
CUST000373,Postgraduate,Corporate
CUST000374,Graduate,Corporate
CUST000375,Graduate,Corporate
CUST000376,Postgraduate,Corporate
CUST000377,Graduate,Corporate
CUST000378,Undergraduate,Corporate
CUST000379,Undergraduate,Corporate
CUST000380,Doctorate,Corporate
CUST000381,Undergraduate,Corporate
CUST000382,Graduate,Corporate
CUST000383,Undergraduate,Corporate
CUST000384,Undergraduate,Corporate
CUST000385,Graduate,Corporate
CUST000386,Graduate,Corporate
CUST000387,Graduate,Corporate
CUST000388,Postgraduate,Corporate
CUST000389,Graduate,Corporate
CUST000390,Undergraduate,Corporate
CUST000391,Undergraduate,Corporate
CUST000392,Doctorate,Corporate
CUST000393,Postgraduate,Corporate
CUST000394,Postgraduate,Corporate
CUST000395,Undergraduate,Corporate
CUST000396,Undergraduate,Corporate
CUST000397,Graduate,Corporate
CUST000398,Undergraduate,Corporate
CUST000399,Graduate,Corporate
CUST000400,Graduate,Corporate
CUST000401,Doctorate,Corporate
CUST000402,Undergraduate,Corporate
CUST000403,Undergraduate,Corporate
CUST000404,Doctorate,Corporate
CUST000405,Undergraduate,Corporate
CUST000406,Doctorate,Corporate
CUST000407,Postgraduate,Corporate
CUST000408,Doctorate,Corporate
CUST000409,Graduate,Corporate
CUST000410,Doctorate,Corporate
CUST000411,Postgraduate,Corporate
CUST000412,Undergraduate,Corporate
CUST000413,Postgraduate,Corporate
CUST000414,Doctorate,Corporate
CUST000415,Postgraduate,Corporate
CUST000416,Graduate,Corporate
CUST000417,Undergraduate,Corporate
CUST000418,Undergraduate,Corporate
CUST000419,Graduate,Corporate
CUST000420,Doctorate,Corporate
CUST000421,Undergraduate,Corporate
CUST000422,Undergraduate,Corporate
CUST000423,Graduate,Corporate
CUST000424,Undergraduate,Corporate
CUST000425,Doctorate,Corporate
CUST000426,Doctorate,Corporate
CUST000427,Doctorate,Corporate
CUST000428,Postgraduate,Corporate
CUST000429,Undergraduate,Corporate
CUST000430,Doctorate,Corporate
CUST000431,Graduate,Corporate
CUST000432,Doctorate,Corporate
CUST000433,Postgraduate,Corporate
CUST000434,Postgraduate,Corporate
CUST000435,Graduate,Corporate
CUST000436,Doctorate,Corporate
CUST000437,Undergraduate,Corporate
CUST000438,Doctorate,Corporate
CUST000439,Undergraduate,Corporate
CUST000440,Postgraduate,Corporate
CUST000441,Undergraduate,Corporate
CUST000442,Undergraduate,Corporate
CUST000443,Doctorate,Corporate
CUST000444,Graduate,Corporate
CUST000445,Undergraduate,Corporate
CUST000446,Undergraduate,Corporate
CUST000447,Graduate,Corporate
CUST000448,Doctorate,Corporate
CUST000449,Postgraduate,Corporate
CUST000450,Undergraduate,Corporate
CUST000451,Undergraduate,Corporate
CUST000452,Undergraduate,Corporate
CUST000453,Graduate,Corporate
CUST000454,Undergraduate,Corporate
CUST000455,Undergraduate,Corporate
CUST000456,Doctorate,Corporate
CUST000457,Postgraduate,Corporate
CUST000458,Graduate,Corporate
CUST000459,Doctorate,Corporate
CUST000460,Undergraduate,Corporate
CUST000461,Undergraduate,Corporate
CUST000462,Doctorate,Corporate
CUST000463,Graduate,Corporate
CUST000464,Postgraduate,Corporate
CUST000465,Graduate,Corporate
CUST000466,Undergraduate,Corporate
CUST000467,Postgraduate,Corporate
CUST000468,Graduate,Corporate
CUST000469,Doctorate,Corporate
CUST000470,Doctorate,Corporate
CUST000471,Undergraduate,Corporate
CUST000472,Undergraduate,Corporate
CUST000473,Graduate,Corporate
CUST000474,Graduate,Corporate
CUST000475,Undergraduate,Corporate
CUST000476,Graduate,Corporate
CUST000477,Postgraduate,Corporate
CUST000478,Undergraduate,Corporate
CUST000479,Undergraduate,Corporate
CUST000480,Postgraduate,Corporate
CUST000481,Doctorate,Corporate
CUST000482,Graduate,Corporate
CUST000483,Undergraduate,Corporate
CUST000484,Postgraduate,Corporate
CUST000485,Postgraduate,Corporate
CUST000486,Undergraduate,Corporate
CUST000487,Undergraduate,Corporate
CUST000488,Postgraduate,Corporate
CUST000489,Postgraduate,Corporate
CUST000490,Undergraduate,Corporate
CUST000491,Graduate,Corporate
CUST000492,Doctorate,Corporate
CUST000493,Undergraduate,Corporate
CUST000494,Postgraduate,Corporate
CUST000495,Graduate,Corporate
CUST000496,Doctorate,Corporate
CUST000497,Doctorate,Corporate
CUST000498,Undergraduate,Corporate
CUST000499,Postgraduate,Corporate
CUST000500,Undergraduate,Corporate
CUST000501,Postgraduate,Corporate
CUST000502,Postgraduate,Corporate
CUST000503,Undergraduate,Corporate
CUST000504,Graduate,Corporate
CUST000505,Postgraduate,Corporate
CUST000506,Undergraduate,Corporate
CUST000507,Graduate,Corporate
CUST000508,Graduate,Corporate
CUST000509,Postgraduate,Corporate
CUST000510,Postgraduate,Corporate
CUST000511,Doctorate,Corporate
CUST000512,Doctorate,Corporate
CUST000513,Postgraduate,Corporate
CUST000514,Postgraduate,Corporate
CUST000515,Graduate,Corporate
CUST000516,Undergraduate,Corporate
CUST000517,Undergraduate,Corporate
CUST000518,Postgraduate,Corporate
CUST000519,Graduate,Corporate
CUST000520,Graduate,Corporate
CUST000521,Graduate,Corporate
CUST000522,Graduate,Corporate
CUST000523,Graduate,Corporate
CUST000524,Undergraduate,Corporate
CUST000525,Postgraduate,Corporate
CUST000526,Postgraduate,Corporate
CUST000527,Graduate,Corporate
CUST000528,Doctorate,Corporate
CUST000529,Graduate,Corporate
CUST000530,Undergraduate,Corporate
CUST000531,Doctorate,Corporate
CUST000532,Postgraduate,Corporate
CUST000533,Postgraduate,Corporate
CUST000534,Undergraduate,Corporate
CUST000535,Graduate,Corporate
CUST000536,Postgraduate,Corporate
CUST000537,Graduate,Corporate
CUST000538,Undergraduate,Corporate
CUST000539,Postgraduate,Corporate
CUST000540,Postgraduate,Corporate
CUST000541,Undergraduate,Corporate
CUST000542,Postgraduate,Corporate
CUST000543,Graduate,Corporate
CUST000544,Graduate,Corporate
CUST000545,Postgraduate,Corporate
CUST000546,Graduate,Corporate
CUST000547,Graduate,Corporate
CUST000548,Doctorate,Corporate
CUST000549,Graduate,Corporate
CUST000550,Undergraduate,Corporate
CUST000551,Undergraduate,Corporate
CUST000552,Postgraduate,Corporate
CUST000553,Doctorate,Corporate
CUST000554,Graduate,Corporate
CUST000555,Undergraduate,Corporate
CUST000556,Graduate,Corporate
CUST000557,Graduate,Corporate
CUST000558,Doctorate,Corporate
CUST000559,Undergraduate,Corporate
CUST000560,Doctorate,Corporate
CUST000561,Doctorate,Corporate
CUST000562,Doctorate,Corporate
CUST000563,Postgraduate,Corporate
CUST000564,Undergraduate,Corporate
CUST000565,Postgraduate,Corporate
CUST000566,Graduate,Corporate
CUST000567,Doctorate,Corporate
CUST000568,Postgraduate,Corporate
CUST000569,Doctorate,Corporate
CUST000570,Doctorate,Corporate
CUST000571,Graduate,Corporate
CUST000572,Doctorate,Corporate
CUST000573,Postgraduate,Corporate
CUST000574,Graduate,Corporate
CUST000575,Undergraduate,Corporate
CUST000576,Undergraduate,Corporate
CUST000577,Undergraduate,Corporate
CUST000578,Undergraduate,Corporate
CUST000579,Graduate,Corporate
CUST000580,Undergraduate,Corporate
CUST000581,Doctorate,Corporate
CUST000582,Postgraduate,Corporate
CUST000583,Postgraduate,Corporate
CUST000584,Postgraduate,Corporate
CUST000585,Doctorate,Corporate
CUST000586,Doctorate,Corporate
CUST000587,Undergraduate,Corporate
CUST000588,Graduate,Corporate
CUST000589,Undergraduate,Corporate
CUST000590,Undergraduate,Corporate
CUST000591,Doctorate,Corporate
CUST000592,Graduate,Corporate
CUST000593,Undergraduate,Corporate
CUST000594,Undergraduate,Corporate
CUST000595,Doctorate,Corporate
CUST000596,Doctorate,Corporate
CUST000597,Postgraduate,Corporate
CUST000598,Graduate,Corporate
CUST000599,Graduate,Corporate
CUST000600,Doctorate,Corporate
CUST000601,Postgraduate,Corporate
CUST000602,Undergraduate,Corporate
CUST000603,Undergraduate,Corporate
CUST000604,Graduate,Corporate
CUST000605,Postgraduate,Corporate
CUST000606,Graduate,Corporate
CUST000607,Doctorate,Corporate
CUST000608,Graduate,Corporate
CUST000609,Undergraduate,Corporate
CUST000610,Undergraduate,Corporate
CUST000611,Undergraduate,Corporate
CUST000612,Postgraduate,Corporate
CUST000613,Graduate,Corporate
CUST000614,Graduate,Corporate
CUST000615,Undergraduate,Corporate
CUST000616,Undergraduate,Corporate
CUST000617,Undergraduate,Corporate
CUST000618,Postgraduate,Corporate
CUST000619,Undergraduate,Corporate
CUST000620,Graduate,Corporate
CUST000621,Doctorate,Corporate
CUST000622,Undergraduate,Corporate
CUST000623,Graduate,Corporate
CUST000624,Undergraduate,Corporate
CUST000625,Postgraduate,Corporate
CUST000626,Graduate,Corporate
CUST000627,Doctorate,Corporate
CUST000628,Postgraduate,Corporate
CUST000629,Postgraduate,Corporate
CUST000630,Postgraduate,Corporate
CUST000631,Undergraduate,Corporate
CUST000632,Undergraduate,Corporate
CUST000633,Undergraduate,Corporate
CUST000634,Undergraduate,Corporate
CUST000635,Undergraduate,Corporate
CUST000636,Undergraduate,Corporate
CUST000637,Postgraduate,Corporate
CUST000638,Graduate,Corporate
CUST000639,Undergraduate,Corporate
CUST000640,Undergraduate,Corporate
CUST000641,Doctorate,Corporate
CUST000642,Doctorate,Corporate
CUST000643,Postgraduate,Corporate
CUST000644,Undergraduate,Corporate
CUST000645,Doctorate,Corporate
CUST000646,Undergraduate,Corporate
CUST000647,Undergraduate,Corporate
CUST000648,Doctorate,Corporate
CUST000649,Graduate,Corporate
CUST000650,Undergraduate,Corporate
CUST000651,Undergraduate,Corporate
CUST000652,Doctorate,Corporate
CUST000653,Undergraduate,Corporate
CUST000654,Doctorate,Corporate
CUST000655,Undergraduate,Corporate
CUST000656,Undergraduate,Corporate
CUST000657,Postgraduate,Corporate
CUST000658,Graduate,Corporate
CUST000659,Postgraduate,Corporate
CUST000660,Graduate,Corporate
CUST000661,Graduate,Corporate
CUST000662,Graduate,Corporate
CUST000663,Graduate,Corporate
CUST000664,Postgraduate,Corporate
CUST000665,Undergraduate,Corporate
CUST000666,Graduate,Corporate
CUST000667,Doctorate,Corporate
CUST000668,Doctorate,Corporate
CUST000669,Doctorate,Corporate
CUST000670,Doctorate,Corporate
CUST000671,Graduate,Corporate
CUST000672,Graduate,Corporate
CUST000673,Postgraduate,Corporate
CUST000674,Undergraduate,Corporate
CUST000675,Graduate,Corporate
CUST000676,Postgraduate,Corporate
CUST000677,Doctorate,Corporate
CUST000678,Graduate,Corporate
CUST000679,Undergraduate,Corporate
CUST000680,Undergraduate,Corporate
CUST000681,Graduate,Corporate
CUST000682,Postgraduate,Corporate
CUST000683,Postgraduate,Corporate
CUST000684,Undergraduate,Corporate
CUST000685,Undergraduate,Corporate
CUST000686,Graduate,Corporate
CUST000687,Undergraduate,Corporate
CUST000688,Undergraduate,Corporate
CUST000689,Doctorate,Corporate
CUST000690,Doctorate,Corporate
CUST000691,Postgraduate,Corporate
CUST000692,Graduate,Corporate
CUST000693,Undergraduate,Corporate
CUST000694,Doctorate,Corporate
CUST000695,Doctorate,Corporate
CUST000696,Postgraduate,Corporate
CUST000697,Postgraduate,Corporate
CUST000698,Postgraduate,Corporate
CUST000699,Graduate,Corporate
CUST000700,Graduate,Corporate
CUST000701,Doctorate,Corporate
CUST000702,Postgraduate,Corporate
CUST000703,Doctorate,Corporate
CUST000704,Graduate,Corporate
CUST000705,Postgraduate,Corporate
CUST000706,Postgraduate,Corporate
CUST000707,Postgraduate,Corporate
CUST000708,Graduate,Corporate
CUST000709,Undergraduate,Corporate
CUST000710,Postgraduate,Corporate
CUST000711,Graduate,Corporate
CUST000712,Graduate,Corporate
CUST000713,Postgraduate,Corporate
CUST000714,Graduate,Corporate
CUST000715,Graduate,Corporate
CUST000716,Undergraduate,Corporate
CUST000717,Graduate,Corporate
CUST000718,Postgraduate,Corporate
CUST000719,Postgraduate,Corporate
CUST000720,Graduate,Corporate
CUST000721,Doctorate,Corporate
CUST000722,Graduate,Corporate
CUST000723,Graduate,Corporate
CUST000724,Doctorate,Corporate
CUST000725,Undergraduate,Corporate
CUST000726,Graduate,Corporate
CUST000727,Graduate,Corporate
CUST000728,Postgraduate,Corporate
CUST000729,Postgraduate,Corporate
CUST000730,Postgraduate,Corporate
CUST000731,Doctorate,Corporate
CUST000732,Graduate,Corporate
CUST000733,Postgraduate,Corporate
CUST000734,Undergraduate,Corporate
CUST000735,Postgraduate,Corporate
CUST000736,Doctorate,Corporate
CUST000737,Undergraduate,Corporate
CUST000738,Graduate,Corporate
CUST000739,Undergraduate,Corporate
CUST000740,Undergraduate,Corporate
CUST000741,Undergraduate,Corporate
CUST000742,Undergraduate,Corporate
CUST000743,Graduate,Corporate
CUST000744,Graduate,Corporate
CUST000745,Doctorate,Corporate
CUST000746,Graduate,Corporate
CUST000747,Postgraduate,Corporate
CUST000748,Postgraduate,Corporate
CUST000749,Graduate,Corporate
CUST000750,Undergraduate,Corporate
CUST000751,Undergraduate,Corporate
CUST000752,Undergraduate,Corporate
CUST000753,Postgraduate,Corporate
CUST000754,Doctorate,Corporate
CUST000755,Postgraduate,Corporate
CUST000756,Doctorate,Corporate
CUST000757,Graduate,Corporate
CUST000758,Graduate,Corporate
CUST000759,Doctorate,Corporate
CUST000760,Doctorate,Corporate
CUST000761,Graduate,Corporate
CUST000762,Postgraduate,Corporate
CUST000763,Postgraduate,Corporate
CUST000764,Doctorate,Corporate
CUST000765,Postgraduate,Corporate
CUST000766,Doctorate,Corporate
CUST000767,Doctorate,Corporate
CUST000768,Undergraduate,Corporate
CUST000769,Undergraduate,Corporate
CUST000770,Doctorate,Corporate
CUST000771,Undergraduate,Corporate
CUST000772,Undergraduate,Corporate
CUST000773,Postgraduate,Corporate
CUST000774,Doctorate,Corporate
CUST000775,Doctorate,Corporate
CUST000776,Graduate,Corporate
CUST000777,Graduate,Corporate
CUST000778,Undergraduate,Corporate
CUST000779,Doctorate,Corporate
CUST000780,Graduate,Corporate
CUST000781,Postgraduate,Corporate
CUST000782,Undergraduate,Corporate
CUST000783,Postgraduate,Corporate
CUST000784,Doctorate,Corporate
CUST000785,Graduate,Corporate
CUST000786,Doctorate,Corporate
CUST000787,Undergraduate,Corporate
CUST000788,Undergraduate,Corporate
CUST000789,Undergraduate,Corporate
CUST000790,Postgraduate,Corporate
CUST000791,Doctorate,Corporate
CUST000792,Postgraduate,Corporate
CUST000793,Postgraduate,Corporate
CUST000794,Graduate,Corporate
CUST000795,Postgraduate,Corporate
CUST000796,Doctorate,Corporate
CUST000797,Postgraduate,Corporate
CUST000798,Graduate,Corporate
CUST000799,Postgraduate,Corporate
CUST000800,Doctorate,Corporate
CUST000801,Undergraduate,Corporate
CUST000802,Graduate,Corporate
CUST000803,Doctorate,Corporate
CUST000804,Graduate,Corporate
CUST000805,Doctorate,Corporate
CUST000806,Undergraduate,Corporate
CUST000807,Postgraduate,Corporate
CUST000808,Doctorate,Corporate
CUST000809,Undergraduate,Corporate
